Akashiwo sanguinea (cells/L),Alexandrium spp. (cells/L),Ammonia (uM),Chlorophyll (mg/m3),Dinophysis spp. (cells/L),Domoic Acid (ng/mL),Lingulodinium polyedrum (cells/L),Nitrate (uM),Nitrite (uM),Phosphate (uM),Prorocentrum spp. (cells/L),Pseudo-nitzschia delicatissima group (cells/L),Pseudo-nitzschia seriata group (cells/L),Silicate (uM),Water Temperature (C),date,Upwelling Index,ONI
0.0,0.0,33.081,1.61,0.0,0.07,0.0,1.368,0.136,0.29,0.0,0.0,0.0,3.78,15.6,2016-04-18,8.0,1.0
0.0,0.0,7.65,1.87,0.0,0.0,0.0,0.11,0.38837398089171976,0.21,5198.0,0.0,0.0,3.11,17.2,2016-04-18,12.0,1.0
0.0,0.0,0.9,4.101861063414632,0.0,0.0,0.0,0.33324000000000004,0.347,0.438854,374.0,0.0,1122.0,5.3,16.2,2016-04-18,8.0,1.0
37.875,344.66990291262135,1.51,5.9,384.76020408163265,0.01644,2433.1774193548385,0.95,0.38837398089171976,0.65,24964.41935483871,31006.7688172043,36775.796116504855,6.84,13.0,2016-04-20,18.0,1.0
0.0,1599.0,11.95,2.28,1066.0,0.0,0.0,18.85,0.35,1.65,0.0,0.0,0.0,12.2,13.7,2016-04-20,18.0,1.0
0.0,0.0,61.676,0.82,0.0,0.0,0.0,6.505,0.385,0.77,0.0,1856.0,0.0,10.2,14.0,2016-04-25,276.5,1.0
0.0,0.0,11.8446,3.81,0.0,0.0,0.0,0.25,0.38837398089171976,0.41,0.0,0.0,0.0,6.68,16.4,2016-04-25,281.0,1.0
0.0,3732.0,15.22,1.91,533.0,0.0,0.0,22.95,0.38,1.94,0.0,4798.0,2665.0,14.0,11.1,2016-04-26,134.0,1.0
37.875,344.66990291262135,3.85,3.53,384.76020408163265,0.0,2433.1774193548385,6.22,0.38837398089171976,1.08,24964.41935483871,31006.7688172043,36775.796116504855,18.41,11.9,2016-04-27,209.0,1.0
0.0,0.0,3.091,9.54,0.0,0.0,0.0,4.02,0.23,0.371,0.0,47521.0,2970.0,10.8,15.7,2016-05-02,28.0,0.5
0.0,0.0,33.85,4.871630857142859,1870.0,0.0,0.0,0.13804,0.667,0.128155,1496.0,2244.0,2244.0,7.43,15.8,2016-05-02,28.0,0.5
0.0,0.0,14.4213,1.01,0.0,0.0,0.0,3.544925630541871,0.7844874567901234,0.25,2599.0,5198.0,0.0,3.27,17.4,2016-05-02,45.0,0.5
0.0,0.0,12.43,3.86,0.0,0.06,0.0,25.36,0.46,1.93,0.0,0.0,533.0,23.0,11.6,2016-05-03,36.0,0.5
23.727448979591838,470.7155963302752,2.19,3.1,445.7923444976077,0.0,4326.09693877551,1.28,0.7844874567901234,0.72,15051.808163265305,57505.85051020408,44554.99541284404,7.72,13.3,2016-05-04,55.0,0.5
0.0,0.0,5.75,1.83,0.0,0.0,0.0,0.7,0.12,0.36,2599.0,0.0,0.0,5.76,17.2,2016-05-09,97.0,0.5
0.0,0.0,0.759,4.43,743.0,0.0,0.0,3.544925630541871,0.103,0.192,0.0,76479.0,9653.0,3.34,16.0,2016-05-09,113.5,0.5
0.0,0.0,4.56,4.871630857142859,0.0,0.0,0.0,0.9606,0.1286,0.45552,3740.0,52360.0,2992.0,5.49,16.8,2016-05-09,113.5,0.5
0.0,16525.0,8.75841350230415,4.09,3198.0,0.15,533.0,3.544925630541871,0.7844874567901234,0.6703668623853211,1066.0,0.0,11946.0,7.398372932692309,14.8,2016-05-10,72.0,0.5
0.0,16525.0,9.11,4.09,3198.0,0.15,533.0,2.96,0.15,0.47,1066.0,0.0,11946.0,4.28,14.8,2016-05-10,72.0,0.5
23.727448979591838,470.7155963302752,6.77,5.84,445.7923444976077,0.02235,4326.09693877551,2.79,0.7844874567901234,0.89,15051.808163265305,57505.85051020408,44554.99541284404,11.06,13.1,2016-05-11,50.0,0.5
0.0,0.0,5.538,3.54,1392.0,0.0,0.0,3.544925630541871,0.008,0.166,0.0,0.0,1856.0,5.19,17.0,2016-05-16,172.0,0.5
0.0,0.0,8.75841350230415,2.9,0.0,0.0,0.0,3.544925630541871,0.7844874567901234,0.28,2599.0,0.0,0.0,6.69,17.0,2016-05-16,168.0,0.5
0.0,0.0,100.27,4.871630857142859,374.0,0.0,0.0,0.35884,0.283,0.207765,3366.0,0.0,0.0,5.82,16.8,2016-05-16,172.0,0.5
23.727448979591838,470.7155963302752,8.75841350230415,4.871630857142859,445.7923444976077,0.0,4326.09693877551,3.544925630541871,0.7844874567901234,0.6703668623853211,15051.808163265305,57505.85051020408,44554.99541284404,7.398372932692309,16.8,2016-05-16,172.0,0.5
0.0,0.0,16.76,3.29,0.0,0.79,0.0,7.55,0.48,0.9,0.0,0.0,225491.0,14.7,13.4,2016-05-17,69.0,0.5
23.727448979591838,470.7155963302752,2.28,5.99,445.7923444976077,0.02961,4326.09693877551,2.74,0.7844874567901234,0.63,15051.808163265305,57505.85051020408,44554.99541284404,5.05,14.6,2016-05-18,118.0,0.5
0.0,0.0,46.023,1.32,0.0,0.0,0.0,3.482,0.093,0.506,0.0,928.0,0.0,7.75,15.0,2016-05-23,120.0,0.5
0.0,0.0,26.4448,4.63,0.0,0.0,2599.0,3.544925630541871,0.7844874567901234,0.21,44179.0,5198.0,0.0,6.06,18.0,2016-05-23,150.0,0.5
0.0,0.0,28.01,4.871630857142859,4114.0,0.0,0.0,0.44156000000000006,0.183,0.25037800000000004,1870.0,0.0,0.0,6.77,16.0,2016-05-23,120.0,0.5
0.0,533.0,17.92,12.1,0.0,1.27,0.0,87.51,1.57,5.32,0.0,0.0,420598.0,28.7,12.8,2016-05-24,72.0,0.5
23.727448979591838,470.7155963302752,3.07,5.65,445.7923444976077,0.03858,4326.09693877551,5.65,0.7844874567901234,1.04,15051.808163265305,57505.85051020408,44554.99541284404,21.99,12.4,2016-05-25,132.0,0.5
0.0,0.0,41.6726,3.76,0.0,0.04,0.0,0.24,0.7844874567901234,0.24,49377.0,80562.0,10395.0,6.71,17.0,2016-05-30,139.0,0.5
0.0,0.0,8.55,4.871630857142859,748.0,0.0,0.0,0.5596399999999999,0.207,0.35838200000000003,0.0,0.0,0.0,6.94,15.8,2016-05-30,130.0,0.5
0.0,0.0,8.572,2.92,0.0,0.0,0.0,2.744,0.325,0.666,0.0,0.0,19955.0,9.39,14.6,2016-05-31,105.5,0.5
0.0,0.0,17.44,4.39,0.0,0.13736238161170322,0.0,8.82,0.21,0.71,0.0,7996.0,19191.0,10.2,13.4,2016-05-31,92.0,0.5
82.4828217821782,708.1764705882352,1.1,7.19,502.7453703703704,0.10747999999999999,9492.468762376237,0.11,0.31565376875000006,0.65,11154.292574257426,38448.71782178218,18685.77303167421,13.83,13.9,2016-06-01,85.0,0.0
0.0,0.0,5.59,3.9731944019138754,374.0,0.0,0.0,0.44656,0.0964,0.14217,0.0,1870.0,374.0,3.88,17.0,2016-06-06,143.0,0.0
0.0,0.0,10.984,1.9,0.0,0.0,0.0,0.707,0.181,0.663,0.0,59865.0,37590.0,5.12,15.0,2016-06-06,143.0,0.0
0.0,0.0,4.3,3.88,0.0,0.0,0.0,0.39,0.31565376875000006,0.25,18191.0,233889.0,15593.0,5.03,17.0,2016-06-06,181.0,0.0
82.4828217821782,708.1764705882352,0.65,8.15,502.7453703703704,0.17663,9492.468762376237,0.0,0.31565376875000006,0.45,11154.292574257426,38448.71782178218,18685.77303167421,5.76,14.5,2016-06-08,204.0,0.0
0.0,0.0,13.97,5.85,0.0,0.19562276305055978,0.0,3.42,0.44,0.52,533.0,0.0,38915.0,15.7,15.1,2016-06-08,204.0,0.0
0.0,0.0,10.66,3.9731944019138754,0.0,0.0,0.0,0.34613,0.07011,0.286145,13090.0,5610.0,0.0,4.08,17.6,2016-06-13,176.5,0.0
0.0,0.0,1.965,4.21,4177.0,0.18,0.0,0.322,0.03,0.189,0.0,45943.0,37590.0,5.51,16.6,2016-06-13,176.5,0.0
0.0,0.0,35.8946,2.55,0.0,0.0,0.0,1.2195392051282048,0.31565376875000006,0.2,18191.0,12994.0,0.0,3.46,18.4,2016-06-13,167.0,0.0
82.4828217821782,708.1764705882352,5.03,7.12,502.7453703703704,0.73442,9492.468762376237,9.78,0.31565376875000006,1.31,11154.292574257426,38448.71782178218,18685.77303167421,16.5,12.6,2016-06-15,141.0,0.0
0.0,0.0,25.44,6.11,533.0,2.47,0.0,2.18,0.43,0.57,0.0,18125.0,164721.0,8.16,14.1,2016-06-15,141.0,0.0
0.0,0.0,3.04,3.9731944019138754,0.0,0.0,0.0,0.5548,0.136,0.265216,4114.0,4488.0,32912.0,4.17,18.8,2016-06-20,191.0,0.0
0.0,0.0,3.747,1.36,0.0,0.0,0.0,0.419,0.057,0.231,464.0,2784.0,0.0,7.23,19.2,2016-06-20,191.0,0.0
0.0,0.0,6.170833925581393,6.63,0.0,0.0,0.0,1.2195392051282048,0.31565376875000006,0.12,7796.0,527551.0,0.0,2.17,17.8,2016-06-20,142.0,0.0
0.0,0.0,7.3,12.65,533.0,1.64,0.0,2.08,0.0,0.33,0.0,7996.0,169172.0,6.2,15.7,2016-06-21,233.0,0.0
82.4828217821782,708.1764705882352,4.92,3.9,502.7453703703704,0.02752,9492.468762376237,2.67,0.31565376875000006,1.0,11154.292574257426,38448.71782178218,18685.77303167421,14.74,14.7,2016-06-22,260.0,0.0
0.0,2599.0,0.63,2.52,0.0,0.0,0.0,1.2195392051282048,0.31565376875000006,0.5603456342592592,5198.0,15593.0,0.0,1.29,22.5,2016-06-27,53.0,0.0
0.0,0.0,3.86,3.9731944019138754,0.0,0.0,0.0,0.42723999999999995,0.0994,0.222521,5610.0,0.0,4488.0,2.26,21.0,2016-06-27,120.5,0.0
0.0,0.0,1.563,2.78,0.0,0.0,0.0,1.2195392051282048,0.093,0.124,743.0,2970.0,0.0,0.593,19.4,2016-06-28,122.5,0.0
0.0,0.0,13.78,10.05,0.0,0.3050680212887123,0.0,17.48,0.48,1.62,0.0,23988.0,46911.0,10.8,15.1,2016-06-28,156.0,0.0
82.4828217821782,708.1764705882352,6.31,6.73,502.7453703703704,0.55883,9492.468762376237,1.47,0.31565376875000006,0.91,11154.292574257426,38448.71782178218,18685.77303167421,6.36,14.4,2016-06-29,236.0,0.0
0.0,0.0,2.248,1.77,0.0,0.0,0.0,0.172,0.133,0.52,464.0,151752.0,0.0,4.82,18.3,2016-07-04,130.5,-0.3
0.0,0.0,1.68,4.023177703349279,0.0,0.0,0.0,0.31461,0.06131,0.105073,1870.0,0.0,0.0,1.21,21.2,2016-07-04,130.5,-0.3
0.0,0.0,19.0464,3.08,0.0,0.05,0.0,1.0716657199999995,0.313841288590604,0.11,2599.0,2599.0,0.0,1.9,20.8,2016-07-05,192.0,-0.3
0.0,0.0,35.36,2.84,0.0,0.0,0.0,3.54,0.2,0.47,0.0,18125.0,0.0,8.49,15.4,2016-07-05,196.0,-0.3
128.645,629.2465753424658,0.95,5.88,577.3380281690141,1.27566,2905.615,0.2,0.313841288590604,0.41,19789.255,29273.58,11443.593607305937,1.89,13.6,2016-07-06,222.0,-0.3
0.0,0.0,10.432,0.99,0.0,0.0,0.0,0.379,0.063,0.29,464.0,0.0,0.0,2.57,20.4,2016-07-11,192.5,-0.3
0.0,0.0,13.7015,1.43,0.0,0.0,0.0,1.0716657199999995,0.313841288590604,0.9406289138755982,0.0,0.0,0.0,2.25,21.0,2016-07-11,189.0,-0.3
0.0,0.0,21.72,4.023177703349279,0.0,0.0,0.0,1.6238,0.675,0.252662,5984.0,0.0,1870.0,5.88,21.1,2016-07-11,192.5,-0.3
0.0,533.0,76.79,7.18,0.0,0.0,0.0,3.17,0.26,0.48,0.0,0.0,0.0,9.22,16.8,2016-07-12,213.0,-0.3
128.645,629.2465753424658,1.57,6.52,577.3380281690141,2.43717,2905.615,1.0716657199999995,0.313841288590604,0.9406289138755982,19789.255,29273.58,11443.593607305937,6.109697253731346,15.2,2016-07-13,186.0,-0.3
0.0,0.0,18.163,1.31,0.0,0.0,0.0,1.0716657199999995,0.007,0.188,13922.0,4177.0,0.0,3.44,18.2,2016-07-18,143.0,-0.3
0.0,0.0,0.6,1.71,0.0,0.0,0.0,1.0716657199999995,0.313841288590604,0.1,2599.0,7796.0,0.0,3.41,21.6,2016-07-18,127.0,-0.3
0.0,0.0,9.586894014218004,4.023177703349279,0.0,0.0,0.0,1.0716657199999995,0.313841288590604,0.9406289138755982,748.0,0.0,0.0,6.109697253731346,21.0,2016-07-18,143.0,-0.3
128.645,629.2465753424658,2.96,7.72,577.3380281690141,5.80406,2905.615,1.0716657199999995,0.313841288590604,0.9406289138755982,19789.255,29273.58,11443.593607305937,6.109697253731346,13.5,2016-07-20,188.0,-0.3
0.0,0.0,20.62,1.84,0.0,0.0,0.0,5.56,0.17,0.65,1066.0,0.0,0.0,18.4,15.0,2016-07-20,188.0,-0.3
0.0,0.0,27.36,4.97,0.0,0.0,0.0,2.82,0.33,0.64,0.0,0.0,0.0,8.82,16.6,2016-07-24,172.0,-0.3
0.0,0.0,7.218,0.75,0.0,0.0,0.0,0.803,0.052,0.322,3249.0,0.0,0.0,4.81,19.6,2016-07-25,120.5,-0.3
0.0,0.0,9.586894014218004,1.66,0.0,0.0,0.0,0.38,0.313841288590604,0.13,0.0,0.0,0.0,3.85,23.5,2016-07-25,80.0,-0.3
0.0,0.0,20.16,4.023177703349279,0.0,0.0,0.0,0.998,0.1296,0.278124,748.0,0.0,0.0,6.34,21.0,2016-07-25,120.5,-0.3
128.645,629.2465753424658,5.94,5.43,577.3380281690141,1.11075,2905.615,2.29,0.313841288590604,0.63,19789.255,29273.58,11443.593607305937,4.2,15.1,2016-07-27,124.0,-0.3
0.0,0.0,56.85,2.96,1599.0,0.0,0.0,0.03,0.03,0.13,533.0,0.0,0.0,1.78,15.0,2016-07-31,103.0,-0.3
0.0,0.0,1.456,2.39,0.0,0.0,0.0,0.248,0.113,0.494,12994.0,3713.0,0.0,7.68,18.4,2016-08-01,104.0,-0.6
0.0,0.0,1.98,3.693195035874438,0.0,0.0,0.0,0.9848,0.484,0.380171,748.0,0.0,0.0,4.9,22.8,2016-08-01,104.0,-0.6
0.0,0.0,0.67,1.64,0.0,0.0,0.0,1.0773083387096776,0.34133116993464047,0.13,0.0,15593.0,0.0,6.4770167584541065,24.8,2016-08-01,103.0,-0.6
91.28909952606635,728.8969957081545,4.16,16.6,1318.6754385964912,0.35456,1924.2464454976302,1.0773083387096776,0.34133116993464047,0.9892296261261256,11331.957345971565,20533.83886255924,11655.25321888412,6.4770167584541065,15.2,2016-08-03,182.0,-0.6
0.0,0.0,25.44,2.4,2132.0,0.0,0.0,6.65,0.4,1.36,4265.0,0.0,0.0,13.9,15.5,2016-08-07,229.0,-0.6
0.0,374.0,10.12,3.693195035874438,374.0,0.0,0.0,0.621,0.435,0.157932,1496.0,748.0,2618.0,4.83,23.1,2016-08-08,202.0,-0.6
0.0,0.0,1.029,5.42,0.0,0.0,232.0,1.0773083387096776,0.082,0.236,2784.0,3713.0,0.0,6.6,18.5,2016-08-08,202.0,-0.6
0.0,2599.0,2.39,3.43,0.0,0.0,0.0,1.0773083387096776,0.34133116993464047,0.22,12994.0,5198.0,0.0,5.03,18.892640692640704,2016-08-08,172.0,-0.6
91.28909952606635,728.8969957081545,4.83,5.73,1318.6754385964912,0.10933,1924.2464454976302,1.0773083387096776,0.34133116993464047,0.9892296261261256,11331.957345971565,20533.83886255924,11655.25321888412,6.4770167584541065,15.9,2016-08-10,127.0,-0.6
0.0,0.0,84.31,5.73,0.0,0.13324097319831585,0.0,2.45,0.32,0.64,533.0,41580.0,0.0,15.2,15.0,2016-08-14,141.0,-0.6
0.0,0.0,13.87,3.693195035874438,0.0,0.0,0.0,0.59536,0.092,0.207108,1870.0,0.0,4488.0,4.79,23.3,2016-08-15,141.5,-0.6
0.0,4177.0,1.259,2.0,0.0,0.0,0.0,1.0773083387096776,0.009,0.266,928.0,7425.0,2320.0,6.14,18.3,2016-08-15,141.5,-0.6
0.0,0.0,5.97,3.49,0.0,0.0,0.0,0.21,0.34133116993464047,0.15,5198.0,5198.0,0.0,2.91,20.8,2016-08-15,139.0,-0.6
91.28909952606635,728.8969957081545,0.89,19.07,1318.6754385964912,0.11444700000000001,1924.2464454976302,0.26,0.34133116993464047,0.27,11331.957345971565,20533.83886255924,11655.25321888412,8.61,15.4,2016-08-17,98.0,-0.6
0.0,0.0,68.79,3.693195035874438,0.0,0.0,748.0,0.2244,0.102,0.273307,2244.0,0.0,2992.0,3.88,21.9,2016-08-22,104.0,-0.6
0.0,0.0,9.7,2.11,0.0,0.0,0.0,1.0773083387096776,0.1,0.33,10395.0,10395.0,0.0,5.37,19.6,2016-08-22,115.0,-0.6
0.0,2132.0,13.59,6.41,5331.0,0.0,0.0,4.79,0.61,0.85,2665.0,0.0,0.0,17.0,14.8,2016-08-22,93.0,-0.6
0.0,0.0,1.199,2.1,0.0,0.0,0.0,1.0773083387096776,0.04,0.404,928.0,3713.0,6961.0,7.76,16.6,2016-08-23,103.0,-0.6
91.28909952606635,728.8969957081545,2.82,4.15,1318.6754385964912,0.092984,1924.2464454976302,1.29,0.34133116993464047,0.48,11331.957345971565,20533.83886255924,11655.25321888412,8.97,15.0,2016-08-24,146.0,-0.6
2992.0,0.0,68.8,3.693195035874438,0.0,0.0,0.0,0.22,0.1,0.27,3366.0,0.0,1496.0,5.5,23.9,2016-08-29,175.5,-0.6
0.0,0.0,3.798,1.33,0.0,0.0,0.0,1.0773083387096776,0.041,0.132,928.0,3713.0,11602.0,4.28,18.9,2016-08-29,175.5,-0.6
0.0,0.0,2.28,2.3,0.0,0.0,2599.0,1.0773083387096776,0.34133116993464047,0.39,2599.0,31185.0,0.0,3.25,19.6,2016-08-29,174.0,-0.6
385.8731707317073,636.8844444444444,0.33,4.98,710.915909090909,0.219574,15376.717073170732,1.1659958586387438,0.2832927124183007,0.7242988045454545,15219.273170731707,7311.331707317073,7987.371681415929,8.301907438679246,17.1,2016-09-01,259.0,-0.7
1122.0,0.0,14.8,4.890888971962618,374.0,0.0,1122.0,1.84865,0.34635,0.4455,2244.0,0.0,0.0,6.9,23.9,2016-09-05,154.5,-0.7
0.0,0.0,1.177,2.22,0.0,0.0,0.0,1.1659958586387438,0.003,0.183,10395.0,0.0,0.0,4.16,18.1,2016-09-05,154.5,-0.7
0.0,0.0,8.12,3.79,2132.0,0.0,0.0,3.9,0.14,0.68,14393.0,0.0,0.0,13.04,15.0,2016-09-05,161.0,-0.7
0.0,2599.0,0.78,1.7,0.0,0.0,0.0,1.1659958586387438,0.2832927124183007,0.37,2599.0,0.0,0.0,2.41,20.6,2016-09-06,74.0,-0.7
385.8731707317073,636.8844444444444,3.85,4.41,710.915909090909,0.37458600000000003,15376.717073170732,0.98,0.2832927124183007,0.44,15219.273170731707,7311.331707317073,7987.371681415929,11.0,16.3,2016-09-07,78.0,-0.7
0.0,0.0,12.0,10.4,1599.0,0.0,533.0,2.05,0.03,0.69,137534.0,0.0,0.0,17.2,15.0,2016-09-11,110.0,-0.7
374.0,0.0,6.39,4.890888971962618,0.0,0.0,374.0,0.51825,0.12475,0.3195,14586.0,0.0,374.0,4.53,21.9,2016-09-12,162.5,-0.7
0.0,0.0,0.52,2.32,0.0,0.0,0.0,1.1659958586387438,0.2832927124183007,0.23,2599.0,7796.0,0.0,3.24,18.8,2016-09-12,176.0,-0.7
0.0,0.0,19.8,2.44,0.0,0.0,0.0,0.563,0.076,0.733,6683.0,4455.0,0.0,8.225,17.6,2016-09-13,53.5,-0.7
385.8731707317073,636.8844444444444,0.46,44.34,710.915909090909,0.9459350000000001,15376.717073170732,0.0,0.2832927124183007,0.86,15219.273170731707,7311.331707317073,7987.371681415929,14.13,14.0,2016-09-14,35.0,-0.7
2244.0,0.0,3.57,4.890888971962618,0.0,0.0,0.0,0.586195,0.102805,0.3726,374.0,0.0,0.0,3.58,22.0,2016-09-19,21.0,-0.7
0.0,0.0,3.581,0.92,928.0,0.0,464.0,1.1659958586387438,0.002,0.355,3713.0,2320.0,5105.0,3.74,18.6,2016-09-19,21.0,-0.7
0.0,0.0,16.9,1.07,0.0,0.0,0.0,0.35,0.15,0.3,2599.0,5198.0,0.0,2.18,19.5,2016-09-20,2.0,-0.7
385.8731707317073,636.8844444444444,2.99,6.47,710.915909090909,0.029048,15376.717073170732,0.58,0.2832927124183007,0.51,15219.273170731707,7311.331707317073,7987.371681415929,14.44,16.4,2016-09-21,210.0,-0.7
0.0,7463.0,23.1,7.16,5864.0,0.0,0.0,7.99,1.29,0.86,144997.0,0.0,0.0,11.04,16.0,2016-09-21,210.0,-0.7
2244.0,0.0,1.95,4.890888971962618,0.0,0.0,0.0,0.40314,0.2832927124183007,0.3771,6358.0,0.0,0.0,3.43,21.9,2016-09-26,-2.0,-0.7
0.0,0.0,0.547,2.78,928.0,0.0,2784.0,1.1659958586387438,0.074,0.374,45015.0,20883.0,0.0,5.239,17.3,2016-09-26,-2.0,-0.7
0.0,0.0,6.16,2.06,0.0,0.0,0.0,0.11,0.1,0.38,2599.0,23389.0,0.0,3.14,19.0,2016-09-26,-8.0,-0.7
0.0,10662.0,2.22,4.17,533.0,0.0,0.0,6.95,0.33,1.33,27720.0,0.0,0.0,22.41,14.5,2016-09-26,4.0,-0.7
385.8731707317073,636.8844444444444,1.3,14.9,710.915909090909,0.0,15376.717073170732,0.24,0.2832927124183007,0.62,15219.273170731707,7311.331707317073,7987.371681415929,17.07,15.3,2016-09-28,51.0,-0.7
0.0,0.0,1.473,1.78,0.0,0.0,1392.0,1.455353774358975,0.076,0.303,18563.0,1856.0,0.0,4.531,18.2,2016-10-03,73.5,-0.7
0.0,0.0,1.54,1.49,0.0,0.0,5198.0,1.455353774358975,0.20443788535031837,0.21,5198.0,5198.0,0.0,2.72,20.6,2016-10-03,130.0,-0.7
0.0,51708.0,6.91,17.5,6397.0,0.0,0.0,5.99,1.23,0.9,115145.0,3198.0,0.0,9.79,14.0,2016-10-03,17.0,-0.7
0.0,0.0,1.08,6.774735347222225,0.0,0.0,0.0,0.480735,0.20443788535031837,0.4068,2244.0,0.0,0.0,3.36,20.2,2016-10-03,73.5,-0.7
1007.6029411764706,973.8441558441558,0.94,21.13,605.2534562211981,0.0,34882.62745098039,0.07,0.20443788535031837,0.74,16576.024509803923,6878.632352941177,13149.337662337663,19.8,13.5,2016-10-05,130.0,-0.7
0.0,0.0,3.5,2.24,0.0,0.0,464.0,0.245,0.081,0.405,22740.0,14850.0,0.0,4.915,17.4,2016-10-10,67.0,-0.7
0.0,0.0,2.58,1.61,0.0,0.0,0.0,1.455353774358975,0.13,0.33,18191.0,5198.0,0.0,3.48,20.2,2016-10-10,83.0,-0.7
0.0,10128.0,6.27,19.8,1066.0,0.0,0.0,7.54,0.1,0.78,20790.0,0.0,0.0,14.43,15.3,2016-10-10,51.0,-0.7
0.0,0.0,4.44,6.774735347222225,0.0,0.0,374.0,0.29668,0.10632,0.3843,2244.0,748.0,0.0,3.89,21.9,2016-10-10,67.0,-0.7
1007.6029411764706,973.8441558441558,0.13,137.55,605.2534562211981,0.012922999999999999,34882.62745098039,0.0,0.20443788535031837,1.51,16576.024509803923,6878.632352941177,13149.337662337663,21.93,14.2,2016-10-12,59.0,-0.7
0.0,0.0,7.19,2.0,0.0,0.0,0.0,0.928,0.063,0.49,464.0,0.0,72395.0,3.867,16.1,2016-10-17,107.0,-0.7
0.0,16525.0,16.6,43.8,4265.0,0.0,0.0,11.5,0.55,1.53,10662.0,0.0,0.0,15.08,16.8,2016-10-17,79.0,-0.7
0.0,0.0,0.86,6.774735347222225,0.0,0.0,0.0,0.46115500000000004,0.10584500000000001,0.4482,748.0,0.0,374.0,3.38,20.9,2016-10-17,107.0,-0.7
0.0,0.0,1.32,1.86,0.0,0.0,0.0,1.455353774358975,0.20443788535031837,0.33,2599.0,28586.0,18191.0,5.98,18.1,2016-10-17,135.0,-0.7
1007.6029411764706,973.8441558441558,0.46,51.2,605.2534562211981,0.015278,34882.62745098039,0.03,0.20443788535031837,1.02,16576.024509803923,6878.632352941177,13149.337662337663,12.11,14.8,2016-10-19,58.0,-0.7
0.0,0.0,2.361,2.34,0.0,0.0,464.0,1.455353774358975,0.021,0.304,15314.0,5569.0,20883.0,5.109,17.4,2016-10-24,-15.5,-0.7
0.0,0.0,11.9,1.48,0.0,0.0,0.0,0.6,0.20443788535031837,0.4,0.0,18191.0,0.0,2.34,18.9,2016-10-24,12.0,-0.7
0.0,0.0,2.0,6.774735347222225,0.0,0.0,0.0,0.72095,0.30905,0.3366,2618.0,3740.0,49368.0,2.82,20.1,2016-10-24,-15.5,-0.7
0.0,20257.0,12.5,12.55,2665.0,0.0,0.0,1.68,0.35,0.78,7463.0,0.0,0.0,11.22,15.9,2016-10-25,-41.0,-0.7
1007.6029411764706,973.8441558441558,0.45,24.48,605.2534562211981,0.0,34882.62745098039,0.0,0.20443788535031837,0.59,16576.024509803923,6878.632352941177,13149.337662337663,13.14,14.5,2016-10-26,-17.0,-0.7
0.0,0.0,7.24,3.93,1856.0,0.0,1392.0,0.23,0.086,0.394,20419.0,8817.0,1856.0,6.308,16.4,2016-10-31,52.5,-0.7
0.0,0.0,20.2,49.4,8530.0,0.0,0.0,2.21,0.47,2.06,38386.0,0.0,0.0,6.71,16.4,2016-10-31,16.0,-0.7
0.0,0.0,3.01,6.774735347222225,0.0,0.0,0.0,0.754835,0.054165,0.4293,374.0,374.0,0.0,3.36,18.9,2016-10-31,52.5,-0.7
0.0,0.0,25.2,1.27,2599.0,0.0,0.0,0.18,0.20443788535031837,0.5,12994.0,5198.0,0.0,3.56,16.1,2016-10-31,89.0,-0.7
2751.519801980198,897.8781365638765,1.19,45.83,397.410257918552,0.0,5357.782178217822,2.382738371980675,0.314304457142857,0.7558347699115048,4504.69801980198,26436.712871287127,11202.308370044053,8.739704468181817,15.3,2016-11-02,2.0,-0.7
0.0,0.0,2.52,0.74,0.0,0.0,0.0,0.395,0.013,0.465,464.0,12530.0,5105.0,2.875,17.1,2016-11-07,4.0,-0.7
0.0,0.0,31.9,23.3,4265.0,0.0,0.0,10.5,0.65,1.01,5864.0,0.0,1599.0,33.2,15.9,2016-11-07,-4.0,-0.7
0.0,0.0,0.88,0.88,0.0,0.0,0.0,2.382738371980675,0.11,0.23,2599.0,0.0,0.0,1.73,18.5,2016-11-07,12.0,-0.7
4488.0,0.0,7.76,6.587717171171175,0.0,0.0,0.0,1.1077,0.1523,0.2943,23562.0,1496.0,0.0,2.9,20.3,2016-11-07,4.0,-0.7
0.0,0.0,2.148,2.54,464.0,0.0,1392.0,2.382738371980675,0.099,0.361,20419.0,0.0,38518.0,3.383,17.3,2016-11-14,42.0,-0.7
0.0,12795.0,43.8,0.0,0.0,0.0,0.0,4.96,0.47,1.55,25591.0,0.0,0.0,11.69,14.7,2016-11-14,43.0,-0.7
0.0,2599.0,21.5,1.45,0.0,0.0,0.0,0.13,0.18,0.41,2599.0,10395.0,0.0,2.27,18.8,2016-11-14,41.0,-0.7
0.0,0.0,6.828664471365636,6.587717171171175,0.0,0.0,0.0,2.382738371980675,0.314304457142857,0.7558347699115048,1870.0,0.0,0.0,8.739704468181817,18.9,2016-11-14,42.0,-0.7
2751.519801980198,897.8781365638765,7.25,4.3,397.410257918552,4.6e-05,5357.782178217822,4.65,0.314304457142857,0.92,4504.69801980198,26436.712871287127,11202.308370044053,14.36,14.9,2016-11-16,223.0,-0.7
0.0,0.0,6.85,1.02,0.0,0.0,0.0,0.426,0.056,0.673,7889.0,5569.0,1856.0,3.674,17.0,2016-11-21,95.0,-0.7
